Sensor,Traffic Flow,Red Light Flow,Battery Power Level%,Light Status,Bulb Status,Accident Status,Gunshot 
NS1,12,0,50,G,N/A,0,1,
NS1,7,0,75,G,N/A,0,0,
NS1,22,0,76,G,N/A,0,0,
NS1,7,0,58,G,N/A,0,0,
NS1,1,0,54,G,N/A,0,0,
NS1,23,0,42,G,N/A,0,1,
NS1,19,0,42,G,N/A,0,0,
NS1,23,0,68,G,N/A,0,0,
NS1,1,0,70,G,N/A,0,0,
NS1,7,0,69,G,N/A,0,0,
NS1,20,0,74,G,N/A,0,0,
NS1,8,0,51,G,N/A,0,1,
NS1,11,0,39,G,N/A,0,0,
NS1,10,0,63,G,N/A,0,0,
NS1,16,0,46,G,N/A,0,0,
NS1,5,0,74,G,N/A,0,1,
NS1,10,0,77,G,N/A,0,0,
NS1,12,0,90,G,N/A,0,0,
NS1,15,0,96,G,N/A,0,0,
NS1,24,0,102,G,N/A,0,0,
NS1,21,0,66,G,N/A,0,0,
NS1,17,0,44,G,N/A,0,0,
NS1,5,0,70,G,N/A,0,1,
NS1,9,0,41,G,N/A,0,0,
NS1,12,0,25,G,N/A,0,0,
NS1,14,0,56,A,N/A,0,0,
NS1,18,0,38,A,N/A,0,0,
NS1,0,0,37,A,N/A,0,0,
NS1,21,0,38,A,N/A,0,0,
NS1,19,0,27,A,N/A,0,0,
NS1,0,3,55,R,N/A,0,0,
NS1,0,2,73,R,N/A,0,0,
NS1,0,1,80,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,3,81,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,1,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,52,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,44,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,48,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,1,
NS1,0,0,33,R,N/A,0,0,
NS1,0,0,27,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,21,0,52,G,N/A,0,0,
NS1,22,0,70,G,N/A,0,0,
NS1,8,0,69,G,N/A,0,0,
NS1,16,0,55,G,N/A,0,0,
NS1,8,0,72,G,N/A,0,0,
NS1,17,0,56,G,N/A,0,0,
NS1,20,0,53,G,N/A,0,0,
NS1,13,0,51,G,N/A,0,0,
NS1,2,0,55,G,N/A,0,1,
NS1,5,0,60,G,N/A,0,0,
NS1,24,0,55,G,N/A,0,0,
NS1,0,0,40,G,N/A,0,0,
NS1,1,0,52,G,N/A,0,0,
NS1,11,0,43,G,N/A,0,0,
NS1,24,0,51,G,N/A,0,0,
NS1,2,0,46,G,N/A,0,0,
NS1,19,0,49,G,N/A,0,0,
NS1,8,0,44,G,N/A,0,0,
NS1,14,0,53,G,N/A,0,0,
NS1,13,0,37,G,N/A,0,0,
NS1,1,0,70,G,N/A,0,0,
NS1,1,0,82,G,N/A,0,0,
NS1,14,0,80,G,N/A,0,0,
NS1,7,0,60,G,N/A,0,0,
NS1,10,0,67,G,N/A,0,0,
NS1,13,0,83,A,N/A,0,0,
NS1,6,0,58,A,N/A,0,0,
NS1,12,0,69,A,N/A,0,0,
NS1,4,0,72,A,N/A,0,0,
NS1,13,0,52,A,N/A,0,0,
NS1,0,2,42,R,N/A,0,0,
NS1,0,0,50,R,N/A,0,1,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,1,
NS1,0,2,55,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,84,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,88,R,N/A,0,0,
NS1,0,0,83,R,N/A,0,1,
NS1,0,0,90,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,48,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,44,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,1,
NS1,0,0,24,R,N/A,0,0,
NS1,0,0,31,R,N/A,0,0,
NS1,0,0,61,R,N/A,0,0,
NS1,2,0,43,G,N/A,0,0,
NS1,2,0,61,G,N/A,0,0,
NS1,3,0,59,G,N/A,0,1,
NS1,15,0,77,G,N/A,0,0,
NS1,13,0,58,G,N/A,0,1,
NS1,22,0,79,G,N/A,0,0,
NS1,18,0,82,G,N/A,0,0,
NS1,7,0,71,G,N/A,0,0,
NS1,10,0,48,G,N/A,0,0,
NS1,18,0,65,G,N/A,0,0,
NS1,18,0,78,G,N/A,0,0,
NS1,2,0,87,G,N/A,0,0,
NS1,2,0,81,G,N/A,0,1,
NS1,6,0,81,G,N/A,0,0,
NS1,15,0,70,G,N/A,0,0,
NS1,15,0,84,G,N/A,0,0,
NS1,14,0,78,G,N/A,0,0,
NS1,23,0,60,G,N/A,0,0,
NS1,7,0,77,G,N/A,0,0,
NS1,17,0,45,G,N/A,0,0,
NS1,22,0,44,G,N/A,0,0,
NS1,7,0,43,G,N/A,0,0,
NS1,18,0,48,G,N/A,0,1,
NS1,13,0,65,G,N/A,0,0,
NS1,23,0,45,G,N/A,0,0,
NS1,2,0,55,A,N/A,0,0,
NS1,19,0,74,A,N/A,0,0,
NS1,6,0,83,A,N/A,0,0,
NS1,15,0,49,A,N/A,0,0,
NS1,21,0,58,A,N/A,0,0,
NS1,0,2,49,R,N/A,0,0,
NS1,0,1,45,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,0,1,83,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,71,R,N/A,0,0,
NS1,0,0,61,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,47,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,84,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,1,
NS1,0,0,83,R,N/A,0,1,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,35,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,87,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,1,
NS1,2,0,52,G,N/A,0,0,
NS1,14,0,38,G,N/A,0,0,
NS1,21,0,42,G,N/A,0,0,
NS1,11,0,42,G,N/A,0,0,
NS1,3,0,31,G,N/A,0,1,
NS1,24,0,57,G,N/A,0,1,
NS1,18,0,35,G,N/A,0,0,
NS1,2,0,22,G,N/A,0,0,
NS1,13,0,24,G,N/A,0,0,
NS1,22,0,32,G,N/A,0,0,
NS1,23,0,54,G,N/A,0,0,
NS1,11,0,66,G,N/A,0,0,
NS1,9,0,53,G,N/A,0,1,
NS1,20,0,62,G,N/A,0,0,
NS1,8,0,78,G,N/A,0,0,
NS1,22,0,63,G,N/A,0,0,
NS1,23,0,50,G,N/A,0,0,
NS1,4,0,58,G,N/A,0,0,
NS1,7,0,65,G,N/A,0,0,
NS1,23,0,55,G,N/A,0,0,
NS1,4,0,72,G,N/A,0,0,
NS1,11,0,84,G,N/A,0,0,
NS1,17,0,69,G,N/A,0,0,
NS1,24,0,66,G,N/A,0,1,
NS1,16,0,78,G,N/A,0,0,
NS1,21,0,72,A,N/A,0,1,
NS1,23,0,53,A,N/A,0,0,
NS1,23,0,47,A,N/A,0,0,
NS1,0,0,62,A,N/A,0,0,
NS1,17,0,84,A,N/A,0,0,
NS1,0,3,48,R,N/A,0,0,
NS1,0,2,74,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,2,47,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,80,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,85,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,1,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,1,
NS1,0,0,42,R,N/A,0,0,
NS1,0,0,27,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,48,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,1,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,0,
NS1,16,0,41,G,N/A,0,0,
NS1,16,0,67,G,N/A,0,0,
NS1,21,0,45,G,N/A,0,0,
NS1,14,0,61,G,N/A,0,0,
NS1,21,0,38,G,N/A,0,0,
NS1,14,0,71,G,N/A,0,0,
NS1,20,0,47,G,N/A,0,0,
NS1,3,0,42,G,N/A,0,0,
NS1,17,0,49,G,N/A,0,0,
NS1,14,0,68,G,N/A,0,0,
NS1,16,0,82,G,N/A,0,1,
NS1,18,0,65,G,N/A,0,1,
NS1,2,0,68,G,N/A,0,1,
NS1,20,0,42,G,N/A,0,0,
NS1,15,0,57,G,N/A,0,0,
NS1,6,0,50,G,N/A,0,0,
NS1,15,0,45,G,N/A,0,0,
NS1,15,0,68,G,N/A,0,0,
NS1,23,0,46,G,N/A,0,0,
NS1,1,0,67,G,N/A,0,0,
NS1,4,0,70,G,N/A,0,0,
NS1,15,0,48,G,N/A,0,0,
NS1,2,0,65,G,A,0,0,
NS1,21,0,41,G,N/A,0,0,
NS1,7,0,72,G,N/A,0,0,
NS1,15,0,57,A,N/A,0,0,
NS1,13,0,59,A,N/A,0,0,
NS1,12,0,35,A,N/A,0,0,
NS1,11,0,56,A,N/A,0,0,
NS1,16,0,71,A,N/A,0,0,
NS1,0,1,44,R,N/A,0,0,
NS1,0,0,44,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,71,R,N/A,0,1,
NS1,0,0,71,R,N/A,0,0,
NS1,0,0,89,R,N/A,0,0,
NS1,0,0,79,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,3,88,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,0,
NS1,0,0,85,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,0,37,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,52,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,1,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,52,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,35,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,5,0,73,G,N/A,0,0,
NS1,17,0,84,G,N/A,0,0,
NS1,19,0,48,G,N/A,0,0,
NS1,0,0,32,G,N/A,0,0,
NS1,16,0,43,G,N/A,0,0,
NS1,12,0,39,G,N/A,0,0,
NS1,4,0,68,G,N/A,0,0,
NS1,3,0,70,G,N/A,0,0,
NS1,24,0,65,G,N/A,0,0,
NS1,8,0,43,G,N/A,0,0,
NS1,24,0,26,G,N/A,0,0,
NS1,3,0,46,G,N/A,0,0,
NS1,22,0,35,G,N/A,0,0,
NS1,22,0,68,G,N/A,0,0,
NS1,22,0,74,G,N/A,0,0,
NS1,7,0,63,G,N/A,0,0,
NS1,20,0,73,G,N/A,0,0,
NS1,1,0,55,G,N/A,0,0,
NS1,15,0,60,G,N/A,0,0,
NS1,4,0,77,G,N/A,0,0,
NS1,20,0,60,G,N/A,0,0,
NS1,17,0,57,G,N/A,0,0,
NS1,9,0,56,G,N/A,0,0,
NS1,2,0,60,G,N/A,0,0,
NS1,22,0,57,G,N/A,0,0,
NS1,15,0,53,A,N/A,0,0,
NS1,9,0,31,A,N/A,0,0,
NS1,19,0,50,A,N/A,0,0,
NS1,15,0,75,A,N/A,0,1,
NS1,9,0,43,A,N/A,0,0,
NS1,0,1,32,R,N/A,0,0,
NS1,0,1,30,R,N/A,0,1,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,1,45,R,N/A,0,0,
NS1,0,0,36,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,3,45,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,0,
NS1,0,0,32,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,1,
NS1,0,0,32,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,1,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,58,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,61,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,84,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,15,0,81,G,N/A,0,0,
NS1,4,0,76,G,N/A,0,0,
NS1,19,0,79,G,N/A,0,0,
NS1,2,0,45,G,N/A,0,0,
NS1,14,0,72,G,N/A,0,0,
NS1,0,0,42,G,N/A,0,0,
NS1,7,0,39,G,N/A,0,0,
NS1,21,0,37,G,N/A,0,0,
NS1,13,0,67,G,N/A,0,0,
NS1,4,0,45,G,N/A,0,0,
NS1,16,0,47,G,N/A,0,0,
NS1,16,0,40,G,N/A,0,0,
NS1,4,0,59,G,N/A,0,0,
NS1,15,0,64,G,N/A,0,0,
NS1,22,0,64,G,N/A,0,0,
NS1,3,0,77,G,N/A,0,1,
NS1,19,0,87,G,N/A,0,1,
NS1,8,0,73,G,N/A,0,1,
NS1,22,0,48,G,N/A,0,0,
NS1,20,0,61,G,N/A,0,0,
NS1,14,0,51,G,N/A,0,0,
NS1,4,0,33,G,N/A,0,0,
NS1,21,0,25,G,N/A,0,0,
NS1,13,0,55,G,N/A,0,0,
NS1,12,0,70,G,N/A,0,0,
NS1,20,0,61,A,N/A,0,0,
NS1,11,0,53,A,N/A,0,0,
NS1,8,0,72,A,N/A,0,0,
NS1,17,0,73,A,N/A,0,0,
NS1,14,0,59,A,N/A,0,0,
NS1,0,2,41,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,1,
NS1,0,0,79,R,N/A,0,1,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,67,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,83,R,N/A,0,0,
NS1,0,0,61,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,1,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,39,R,N/A,0,0,
NS1,0,0,31,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,82,R,N/A,0,0,
NS1,23,0,47,G,N/A,0,0,
NS1,24,0,69,G,N/A,0,0,
NS1,2,0,85,G,N/A,0,0,
NS1,11,0,73,G,N/A,0,1,
NS1,13,0,66,G,N/A,0,0,
NS1,9,0,74,G,N/A,0,0,
NS1,20,0,90,G,N/A,0,1,
NS1,2,0,65,G,N/A,0,0,
NS1,13,0,82,G,N/A,0,0,
NS1,0,0,61,G,N/A,0,0,
NS1,8,0,68,G,N/A,0,0,
NS1,11,0,55,G,N/A,0,0,
NS1,20,0,66,G,N/A,0,0,
NS1,4,0,54,G,N/A,0,0,
NS1,24,0,60,G,N/A,0,0,
NS1,0,0,59,G,N/A,0,0,
NS1,6,0,44,G,N/A,0,0,
NS1,5,0,63,G,N/A,0,0,
NS1,24,0,69,G,N/A,0,0,
NS1,17,0,54,G,N/A,0,0,
NS1,22,0,47,G,N/A,0,0,
NS1,19,0,69,G,N/A,0,0,
NS1,15,0,47,G,N/A,0,0,
NS1,17,0,54,G,N/A,0,0,
NS1,0,0,75,G,N/A,0,0,
NS1,10,0,57,A,N/A,0,0,
NS1,4,0,44,A,N/A,0,0,
NS1,9,0,75,A,N/A,0,0,
NS1,16,0,63,A,N/A,0,0,
NS1,4,0,55,A,N/A,0,0,
NS1,0,2,73,R,N/A,0,1,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,27,R,N/A,0,0,
NS1,0,0,32,R,N/A,0,0,
NS1,0,0,67,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,1,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,33,R,N/A,0,0,
NS1,0,0,31,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,0,47,R,N/A,0,0,
NS1,0,0,47,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,1,
NS1,0,0,61,R,G,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,1,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,71,R,N/A,0,1,
NS1,0,0,53,R,N/A,0,0,
NS1,10,0,51,G,N/A,0,1,
NS1,23,0,37,G,N/A,0,0,
NS1,12,0,60,G,N/A,0,0,
NS1,17,0,76,G,N/A,0,0,
NS1,16,0,44,G,N/A,0,0,
NS1,1,0,57,G,N/A,0,0,
NS1,16,0,46,G,N/A,0,0,
NS1,7,0,64,G,N/A,0,0,
NS1,1,0,64,G,N/A,0,1,
NS1,13,0,55,G,N/A,0,0,
NS1,14,0,47,G,N/A,0,0,
NS1,13,0,48,G,N/A,0,0,
NS1,23,0,45,G,N/A,0,0,
NS1,12,0,53,G,N/A,0,0,
NS1,17,0,49,G,N/A,0,0,
NS1,21,0,31,G,N/A,0,0,
NS1,24,0,56,G,N/A,0,1,
NS1,23,0,58,G,N/A,0,0,
NS1,7,0,64,G,N/A,0,0,
NS1,8,0,67,G,N/A,0,0,
NS1,23,0,59,G,N/A,0,0,
NS1,20,0,64,G,N/A,0,0,
NS1,2,0,74,G,N/A,0,0,
NS1,6,0,75,G,N/A,0,0,
NS1,12,0,58,G,N/A,0,0,
NS1,17,0,45,A,N/A,0,1,
NS1,18,0,44,A,N/A,0,0,
NS1,9,0,75,A,N/A,0,0,
NS1,22,0,76,A,N/A,0,0,
NS1,17,0,90,A,N/A,0,0,
NS1,0,1,51,R,N/A,0,0,
NS1,0,2,64,R,N/A,0,0,
NS1,0,1,51,R,N/A,0,0,
NS1,0,0,33,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,86,R,N/A,0,0,
NS1,0,0,87,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,50,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,86,R,N/A,0,1,
NS1,0,0,78,R,N/A,0,0,
NS1,0,1,57,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,44,R,N/A,0,0,
NS1,0,0,27,R,N/A,0,0,
NS1,0,0,52,R,N/A,0,1,
NS1,0,0,63,R,N/A,0,1,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,29,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,34,R,N/A,0,0,
NS1,9,0,44,G,N/A,0,0,
NS1,17,0,41,G,N/A,0,0,
NS1,1,0,51,G,N/A,0,0,
NS1,2,0,45,G,N/A,0,0,
NS1,13,0,69,G,N/A,0,0,
NS1,21,0,45,G,N/A,0,0,
NS1,22,0,68,G,N/A,0,0,
NS1,14,0,84,G,N/A,0,0,
NS1,24,0,73,G,N/A,0,0,
NS1,5,0,73,G,N/A,0,0,
NS1,15,0,51,G,N/A,0,1,
NS1,17,0,51,G,N/A,0,0,
NS1,21,0,49,G,N/A,0,0,
NS1,9,0,67,G,N/A,0,0,
NS1,21,0,45,G,N/A,0,0,
NS1,16,0,29,G,N/A,0,0,
NS1,17,0,68,G,N/A,0,0,
NS1,4,0,71,G,N/A,0,0,
NS1,13,0,82,G,N/A,0,0,
NS1,8,0,78,G,N/A,0,0,
NS1,5,0,57,G,N/A,0,0,
NS1,19,0,65,G,N/A,0,0,
NS1,11,0,39,G,N/A,0,0,
NS1,11,0,33,G,N/A,0,0,
NS1,13,0,69,G,N/A,0,0,
NS1,11,0,45,A,N/A,0,0,
NS1,5,0,76,A,N/A,0,0,
NS1,6,0,83,A,N/A,0,1,
NS1,19,0,58,A,N/A,0,1,
NS1,0,0,57,A,N/A,0,0,
NS1,0,2,57,R,N/A,0,0,
NS1,0,2,34,R,N/A,0,0,
NS1,0,1,38,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,1,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,79,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,82,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,1,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,47,R,N/A,0,1,
NS1,0,0,32,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,0,0,50,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,17,0,45,G,N/A,0,0,
NS1,1,0,50,G,N/A,0,0,
NS1,7,0,49,G,N/A,0,0,
NS1,22,0,47,G,N/A,0,0,
NS1,23,0,33,G,N/A,0,0,
NS1,22,0,69,G,N/A,0,0,
NS1,8,0,55,G,N/A,0,1,
NS1,9,0,67,G,N/A,0,1,
NS1,12,0,54,G,N/A,0,0,
NS1,20,0,69,G,N/A,0,0,
NS1,19,0,79,G,N/A,0,0,
NS1,16,0,85,G,N/A,0,0,
NS1,12,0,61,G,N/A,0,1,
NS1,17,0,58,G,N/A,0,0,
NS1,19,0,60,G,N/A,0,0,
NS1,8,0,38,G,N/A,0,0,
NS1,0,0,73,G,N/A,0,0,
NS1,3,0,67,G,N/A,0,0,
NS1,20,0,41,G,N/A,0,0,
NS1,21,0,41,G,N/A,0,0,
NS1,10,0,70,G,N/A,0,0,
NS1,6,0,75,G,N/A,0,0,
NS1,9,0,81,G,N/A,0,0,
NS1,19,0,53,G,N/A,0,0,
NS1,7,0,63,G,N/A,0,0,
NS1,11,0,67,A,N/A,0,0,
NS1,15,0,47,A,N/A,0,0,
NS1,9,0,46,A,N/A,0,0,
NS1,4,0,49,A,N/A,0,0,
NS1,7,0,63,A,N/A,0,0,
NS1,0,2,61,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,39,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,36,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,25,R,N/A,0,0,
NS1,0,0,32,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,80,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,31,R,N/A,0,0,
NS1,0,0,24,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,1,
NS1,0,0,38,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,1,
NS1,0,0,67,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,1,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,37,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,26,R,N/A,0,0,
NS1,8,0,26,G,N/A,0,0,
NS1,3,0,28,G,N/A,0,0,
NS1,20,0,55,G,N/A,0,0,
NS1,3,0,73,G,N/A,0,0,
